datetime,open,high,low,close,volume
2025-06-26 17:12:16.477853,2449.3231347035144,2449.4887702043884,2449.557415236168,2450.232999408841,81.89134170166487
2025-06-26 17:17:16.477853,2449.0273331848725,2448.4930785292186,2449.517164698447,2450.412918355413,93.76979083290027
2025-06-26 17:22:16.477853,2449.119007063869,2448.2859069429073,2448.522578309083,2451.083224893605,81.51553456195202
2025-06-26 17:27:16.477853,2448.6141110259155,2448.568474357533,2447.6919414280533,2451.0733317494974,81.19347144256717
2025-06-26 17:32:16.477853,2448.652626999991,2448.890252706446,2447.665802468444,2450.1891342501076,120.87956656482942
2025-06-26 17:37:16.477853,2449.2393530589147,2449.558868524939,2447.6086660062065,2449.2204313111415,137.1008115045787
2025-06-26 17:42:16.477853,2449.3095635192194,2450.223865105039,2448.686377263473,2448.0101522864747,126.4046565533536
2025-06-26 17:47:16.477853,2449.303611326477,2449.821511164321,2448.0432230359834,2448.699692284174,92.57491806225504
2025-06-26 17:52:16.477853,2449.0355708776738,2450.224628734767,2449.0068434043264,2448.704986519012,83.31720572025395
2025-06-26 17:57:16.477853,2449.1625289799085,2450.357516793897,2449.155586422211,2449.011229719564,111.38700310882494
2025-06-26 18:02:16.477853,2449.017428137062,2450.3509683920975,2448.8428642048757,2449.01093279569,93.82316048538806
2025-06-26 18:07:16.477853,2448.9283272078355,2450.1184586087675,2448.6762428116162,2448.780872850157,75.19544898926306
2025-06-26 18:12:16.477853,2449.026124842133,2449.7717047015963,2448.7116381427763,2449.508663344942,82.09859989068573
2025-06-26 18:17:16.477853,2448.86026565496,2450.7674923431446,2448.167266294476,2449.4688295072356,113.76107348562275
2025-06-26 18:22:16.477853,2448.532261989937,2449.9676167143652,2448.3957102831146,2449.125944152031,94.93422004961661
2025-06-26 18:27:16.477853,2448.437255103578,2450.53703357883,2449.1582666180566,2449.171353156491,102.6942211322363
2025-06-26 18:32:16.477853,2447.608638923937,2450.5875307800466,2449.2797603148947,2450.123095341997,138.10578078021524
2025-06-26 18:37:16.477853,2447.331937919693,2450.997902947737,2449.8606883711122,2450.0243599094993,137.71733420684245
2025-06-26 18:42:16.477853,2446.3925583478913,2451.8372536189313,2451.1396591354983,2450.249482304932,129.52846175844473
2025-06-26 18:47:16.477853,2447.353147900474,2451.5597267201615,2451.1871845556507,2450.3963147854633,85.42446639066878
2025-06-26 18:52:16.477853,2447.476677402894,2452.0991336629113,2452.256648526665,2449.58330235477,149.69274932363226
2025-06-26 18:57:16.477853,2448.17552274068,2452.4034290280238,2452.277618030994,2449.7149586952496,99.83447797255766
2025-06-26 19:02:16.477853,2448.407303549285,2451.4165734279686,2452.364063838604,2449.675304266825,58.76424457841422
2025-06-26 19:07:16.477853,2448.1017346269305,2451.0758388759627,2452.156024862241,2449.738306733483,132.17244335692965
2025-06-26 19:12:16.477853,2448.891467562096,2450.68639538205,2452.1452895743714,2449.7062990914474,107.06175036676619
2025-06-26 19:17:16.477853,2448.2042810531148,2451.3841979591057,2451.7956177488536,2449.3108005129743,105.13300216771636
2025-06-26 19:22:16.477853,2448.1844659945855,2451.778324516883,2451.34404082985,2448.454152345899,114.14861477542094
2025-06-26 19:27:16.477853,2447.7680979322454,2451.314775469231,2451.758542373755,2448.748074193227,53.11103993735402
2025-06-26 19:32:16.477853,2447.535869861004,2450.925794562699,2451.8679644718677,2448.7376023367315,75.44288615479948
2025-06-26 19:37:16.477853,2447.4675363874503,2450.6357254787354,2451.263465072472,2449.614851112686,119.81861818553702
2025-06-26 19:42:16.477853,2447.831507421668,2451.054033626939,2451.089868501023,2449.4382055945703,83.49610534092498
2025-06-26 19:47:16.477853,2448.080641411688,2450.8678803432226,2450.7515749587765,2449.4674151026843,121.47057318799706
2025-06-26 19:52:16.477853,2447.354587092317,2450.480217037909,2450.379430184516,2449.6384861527054,111.00826584719044
2025-06-26 19:57:16.477853,2447.6502719975338,2450.829354846204,2450.420660293577,2449.449404854219,67.58199832709913
2025-06-26 20:02:16.477853,2447.225787992634,2451.039145545024,2450.3955473851515,2449.6798799977464,115.25906800923983
2025-06-26 20:07:16.477853,2447.5134899771006,2451.0811094001365,2450.5225186296316,2449.8052670430056,87.01865279813235
2025-06-26 20:12:16.477853,2447.1450435407637,2451.371760817774,2449.564238106732,2449.181367886586,110.65873999705639
2025-06-26 20:17:16.477853,2446.756083908019,2451.5216739989937,2450.087193580995,2449.2577446341006,87.41573906637218
2025-06-26 20:22:16.477853,2447.6010998564225,2451.4445285432034,2450.1632623425107,2448.9240597630924,103.18823277725113
2025-06-26 20:27:16.477853,2448.014125171278,2451.305080416031,2450.7036769228835,2449.09398332047,66.9614523211564
2025-06-26 20:32:16.477853,2448.357341542505,2451.6687711362492,2450.6949263182278,2448.9929689421224,127.1857344536246
2025-06-26 20:37:16.477853,2447.388551221539,2451.7173436915696,2450.4836996861163,2448.8272871069817,117.08193918235249
2025-06-26 20:42:16.477853,2447.37101201585,2451.7590221093337,2450.2337490829914,2449.262947911,67.99367756957098
2025-06-26 20:47:16.477853,2447.269869724565,2452.3204267056153,2450.170549572437,2448.434180356582,81.66749422200861
2025-06-26 20:52:16.477853,2447.1924415076846,2452.782193769888,2449.754492504041,2448.009415707555,135.72200182215434
2025-06-26 20:57:16.477853,2446.387957333193,2453.0888233458154,2450.214225886697,2448.418330264458,118.92550891857621
2025-06-26 21:02:16.477853,2445.790913727764,2452.6515208832084,2450.6325029698605,2448.0763867851856,104.16757859950867
2025-06-26 21:07:16.477853,2446.160147189111,2452.459088356984,2451.5506682901746,2447.7338032286693,52.0943227969834
2025-06-26 21:12:16.477853,2446.704240629809,2452.989344989778,2450.455098391687,2448.5497095955748,134.23706360188734
2025-06-26 21:17:16.477853,2446.531984511626,2452.0449660976087,2450.7585088141905,2448.8646293214642,114.44128909689854
2025-06-26 21:22:16.477853,2446.5906105028475,2452.1936838736365,2451.185431071837,2448.64713700671,127.93857365723593
2025-06-26 21:27:16.477853,2447.4710501543386,2452.5706772799595,2451.7754599467403,2448.3688726072855,87.78701162260272
2025-06-26 21:32:16.477853,2447.5815921341054,2452.3456023122785,2451.7453378842206,2448.9142979546095,112.81089325476245
2025-06-26 21:37:16.477853,2447.439931964525,2454.175174663606,2452.7169992409936,2449.844187330219,56.98546699929064
2025-06-26 21:42:16.477853,2448.1987795954456,2454.6952686291124,2452.3053502186017,2450.960121243736,111.51002171792777
2025-06-26 21:47:16.477853,2448.276950697988,2454.732501284648,2452.206704893948,2450.665571742163,88.42906112882096
2025-06-26 21:52:16.477853,2447.3026918631886,2455.316573262336,2452.0453499382,2450.5339721666337,91.58520221731636
2025-06-26 21:57:16.477853,2447.1885657949747,2455.336784242659,2452.146144336508,2450.6369091826555,137.5961435174362
